fips,date,year,month,emp_leisure,emp_retail,unemp_rate,state,treated,min_wage_post,min_wage_pre,wage_change,post,treated_post,wage_change_post,time_index,event_time
26,2025-03-01,2025,3,411.9,447.9,5.7,MI,1,10.56,10.33,0.23000000000000043,0,0,0,14,-10
26,2025-04-01,2025,4,417.5,450.7,4.7,MI,1,10.56,10.33,0.23000000000000043,0,0,0,15,-9
26,2025-05-01,2025,5,449.6,455.5,5.3,MI,1,10.56,10.33,0.23000000000000043,0,0,0,16,-8
26,2025-06-01,2025,6,465.6,456.9,5.4,MI,1,10.56,10.33,0.23000000000000043,0,0,0,17,-7
26,2025-07-01,2025,7,465.4,455.8,6,MI,1,10.56,10.33,0.23000000000000043,0,0,0,18,-6
26,2025-08-01,2025,8,465.3,455,5,MI,1,10.56,10.33,0.23000000000000043,0,0,0,19,-5
26,2025-09-01,2025,9,442.2,450.7,4.6,MI,1,10.56,10.33,0.23000000000000043,0,0,0,20,-4
26,2025-10-01,2025,10,434.8,452.3,4.699999999999999,MI,1,10.56,10.33,0.23000000000000043,0,0,0,21,-3
26,2025-11-01,2025,11,419.6,457.7,4.8,MI,1,10.56,10.33,0.23000000000000043,0,0,0,22,-2
26,2025-12-01,2025,12,418.5,459.9,4.8,MI,1,10.56,10.33,0.23000000000000043,0,0,0,23,-1
27,2024-01-01,2024,1,254.7,283.3,3.4,MN,1,11.13,10.85,0.28000000000000114,0,0,0,0,-24
27,2024-02-01,2024,2,255.5,279.4,3.6,MN,1,11.13,10.85,0.28000000000000114,0,0,0,1,-23
27,2024-03-01,2024,3,258.4,280.2,3.4,MN,1,11.13,10.85,0.28000000000000114,0,0,0,2,-22
27,2024-04-01,2024,4,266.4,281.9,2.8,MN,1,11.13,10.85,0.28000000000000114,0,0,0,3,-21
27,2024-05-01,2024,5,281.2,285.5,2.8,MN,1,11.13,10.85,0.28000000000000114,0,0,0,4,-20
27,2024-06-01,2024,6,290.9,287.5,3.6,MN,1,11.13,10.85,0.28000000000000114,0,0,0,5,-19
27,2024-07-01,2024,7,291.9,286.7,3.5,MN,1,11.13,10.85,0.28000000000000114,0,0,0,6,-18
27,2024-08-01,2024,8,292.2,286,3.3,MN,1,11.13,10.85,0.28000000000000114,0,0,0,7,-17
27,2024-09-01,2024,9,278.3,281.1,2.5,MN,1,11.13,10.85,0.28000000000000114,0,0,0,8,-16
27,2024-10-01,2024,10,275.4,285.2,2.3,MN,1,11.13,10.85,0.28000000000000114,0,0,0,9,-15
27,2024-11-01,2024,11,264.9,289.6,2.4,MN,1,11.13,10.85,0.28000000000000114,0,0,0,10,-14
27,2024-12-01,2024,12,260.2,291.1,2.6,MN,1,11.13,10.85,0.28000000000000114,0,0,0,11,-13
27,2025-01-01,2025,1,257.9,283.8,3.6,MN,1,11.13,10.85,0.28000000000000114,0,0,0,12,-12
27,2025-02-01,2025,2,254.4,280.5,3.9,MN,1,11.13,10.85,0.28000000000000114,0,0,0,13,-11
27,2025-03-01,2025,3,257.8,280.3,3.9,MN,1,11.13,10.85,0.28000000000000114,0,0,0,14,-10
27,2025-04-01,2025,4,263.7,283.4,3.2,MN,1,11.13,10.85,0.28000000000000114,0,0,0,15,-9
27,2025-05-01,2025,5,282.1,286.5,3.2,MN,1,11.13,10.85,0.28000000000000114,0,0,0,16,-8
27,2025-06-01,2025,6,290.7,288.8,3.8,MN,1,11.13,10.85,0.28000000000000114,0,0,0,17,-7
27,2025-07-01,2025,7,292.8,287.8,3.9,MN,1,11.13,10.85,0.28000000000000114,0,0,0,18,-6
27,2025-08-01,2025,8,292.6,287.1,4.1,MN,1,11.13,10.85,0.28000000000000114,0,0,0,19,-5
27,2025-09-01,2025,9,281.8,284.4,3.5,MN,1,11.13,10.85,0.28000000000000114,0,0,0,20,-4
27,2025-10-01,2025,10,274.7,288.6,3.7,MN,1,11.13,10.85,0.28000000000000114,0,0,0,21,-3
27,2025-11-01,2025,11,265.4,293.8,3.9,MN,1,11.13,10.85,0.28000000000000114,0,0,0,22,-2
27,2025-12-01,2025,12,263.5,296.6,4.3,MN,1,11.13,10.85,0.28000000000000114,0,0,0,23,-1
29,2024-01-01,2024,1,289.8,305.3,3.9,MO,1,13.75,12.3,1.4499999999999993,0,0,0,0,-24
29,2024-02-01,2024,2,293.7,304.5,4.1,MO,1,13.75,12.3,1.4499999999999993,0,0,0,1,-23
29,2024-03-01,2024,3,303.3,305.8,3.9,MO,1,13.75,12.3,1.4499999999999993,0,0,0,2,-22
29,2024-04-01,2024,4,313.3,307.1,3.3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,3,-21
29,2024-05-01,2024,5,322.2,307.9,3.7,MO,1,13.75,12.3,1.4499999999999993,0,0,0,4,-20
29,2024-06-01,2024,6,329.5,308.7,3.9,MO,1,13.75,12.3,1.4499999999999993,0,0,0,5,-19
29,2024-07-01,2024,7,324.9,307.1,4.3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,6,-18
29,2024-08-01,2024,8,323,305.5,3.9,MO,1,13.75,12.3,1.4499999999999993,0,0,0,7,-17
29,2024-09-01,2024,9,315.1,304.8,3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,8,-16
29,2024-10-01,2024,10,314.2,306.6,3.3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,9,-15
29,2024-11-01,2024,11,301.8,310.8,3.3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,10,-14
29,2024-12-01,2024,12,299.1,317.8,3.2,MO,1,13.75,12.3,1.4499999999999993,0,0,0,11,-13
29,2025-01-01,2025,1,281.9,303.8,4.4,MO,1,13.75,12.3,1.4499999999999993,0,0,0,12,-12
29,2025-02-01,2025,2,280.6,302.3,4.4,MO,1,13.75,12.3,1.4499999999999993,0,0,0,13,-11
29,2025-03-01,2025,3,297.3,304.5,4.4,MO,1,13.75,12.3,1.4499999999999993,0,0,0,14,-10
29,2025-04-01,2025,4,306.3,304.8,3.8,MO,1,13.75,12.3,1.4499999999999993,0,0,0,15,-9
29,2025-05-01,2025,5,321.5,307,3.9,MO,1,13.75,12.3,1.4499999999999993,0,0,0,16,-8
29,2025-06-01,2025,6,336.2,306.1,4.4,MO,1,13.75,12.3,1.4499999999999993,0,0,0,17,-7
29,2025-07-01,2025,7,341.3,306.1,4.7,MO,1,13.75,12.3,1.4499999999999993,0,0,0,18,-6
29,2025-08-01,2025,8,337.2,304.1,4.5,MO,1,13.75,12.3,1.4499999999999993,0,0,0,19,-5
29,2025-09-01,2025,9,324.9,304.3,3.5,MO,1,13.75,12.3,1.4499999999999993,0,0,0,20,-4
29,2025-10-01,2025,10,325.8,305.8,3.5,MO,1,13.75,12.3,1.4499999999999993,0,0,0,21,-3
29,2025-11-01,2025,11,318.4,308.7,3.5,MO,1,13.75,12.3,1.4499999999999993,0,0,0,22,-2
29,2025-12-01,2025,12,310.4,310.9,3.3,MO,1,13.75,12.3,1.4499999999999993,0,0,0,23,-1
28,2024-01-01,2024,1,130.1,138.4,3.1,MS,0,7.25,7.25,0,0,0,0,0,-24
28,2024-02-01,2024,2,132.6,137.7,2.7,MS,0,7.25,7.25,0,0,0,0,1,-23
28,2024-03-01,2024,3,134.5,138.2,2.5,MS,0,7.25,7.25,0,0,0,0,2,-22
28,2024-04-01,2024,4,137,138.3,2,MS,0,7.25,7.25,0,0,0,0,3,-21
28,2024-05-01,2024,5,137.8,138.5,2.9,MS,0,7.25,7.25,0,0,0,0,4,-20
28,2024-06-01,2024,6,137.3,138.2,3.9,MS,0,7.25,7.25,0,0,0,0,5,-19
28,2024-07-01,2024,7,137,138.3,3.7,MS,0,7.25,7.25,0,0,0,0,6,-18
28,2024-08-01,2024,8,137.6,138.1,3.5,MS,0,7.25,7.25,0,0,0,0,7,-17
28,2024-09-01,2024,9,136.3,138.2,3.3,MS,0,7.25,7.25,0,0,0,0,8,-16
28,2024-10-01,2024,10,136.1,138.5,3.3,MS,0,7.25,7.25,0,0,0,0,9,-15
28,2024-11-01,2024,11,135.6,141.2,3.4,MS,0,7.25,7.25,0,0,0,0,10,-14
28,2024-12-01,2024,12,134.8,141.4,3.5,MS,0,7.25,7.25,0,0,0,0,11,-13
28,2025-01-01,2025,1,133.8,138.8,3.7,MS,0,7.25,7.25,0,0,0,0,12,-12
28,2025-02-01,2025,2,135.9,137.9,4.1,MS,0,7.25,7.25,0,0,0,0,13,-11
28,2025-03-01,2025,3,136,137.7,4,MS,0,7.25,7.25,0,0,0,0,14,-10
28,2025-04-01,2025,4,138.7,138.8,3.5,MS,0,7.25,7.25,0,0,0,0,15,-9
28,2025-05-01,2025,5,140.1,139.4,3.8,MS,0,7.25,7.25,0,0,0,0,16,-8
28,2025-06-01,2025,6,140.7,140.6,4.5,MS,0,7.25,7.25,0,0,0,0,17,-7
28,2025-07-01,2025,7,140,141.7,4.5,MS,0,7.25,7.25,0,0,0,0,18,-6
28,2025-08-01,2025,8,139.9,140.6,4.2,MS,0,7.25,7.25,0,0,0,0,19,-5
28,2025-09-01,2025,9,140.5,140.5,3.6,MS,0,7.25,7.25,0,0,0,0,20,-4
28,2025-10-01,2025,10,139.1,141.8,3.75,MS,0,7.25,7.25,0,0,0,0,21,-3
28,2025-11-01,2025,11,141.6,144,3.9,MS,0,7.25,7.25,0,0,0,0,22,-2
28,2025-12-01,2025,12,138.6,145.5,3.1,MS,0,7.25,7.25,0,0,0,0,23,-1
30,2024-01-01,2024,1,68.8,61.9,3.8,MT,1,10.55,10.3,0.25,0,0,0,0,-24
30,2024-02-01,2024,2,69.6,62.2,3.7,MT,1,10.55,10.3,0.25,0,0,0,1,-23
30,2024-03-01,2024,3,70.6,62.4,3.4,MT,1,10.55,10.3,0.25,0,0,0,2,-22
30,2024-04-01,2024,4,71.9,62.7,2.8,MT,1,10.55,10.3,0.25,0,0,0,3,-21
30,2024-05-01,2024,5,74.1,63.1,2.7,MT,1,10.55,10.3,0.25,0,0,0,4,-20
30,2024-06-01,2024,6,80,63.6,3.1,MT,1,10.55,10.3,0.25,0,0,0,5,-19
30,2024-07-01,2024,7,81.5,63.5,2.9,MT,1,10.55,10.3,0.25,0,0,0,6,-18
30,2024-08-01,2024,8,81.3,63.6,2.8,MT,1,10.55,10.3,0.25,0,0,0,7,-17
30,2024-09-01,2024,9,76.7,63.2,2.4,MT,1,10.55,10.3,0.25,0,0,0,8,-16
30,2024-10-01,2024,10,72.4,63.3,2.4,MT,1,10.55,10.3,0.25,0,0,0,9,-15
30,2024-11-01,2024,11,70.1,63.6,2.7,MT,1,10.55,10.3,0.25,0,0,0,10,-14
30,2024-12-01,2024,12,74,64.3,3,MT,1,10.55,10.3,0.25,0,0,0,11,-13
30,2025-01-01,2025,1,72.1,62.7,3.2,MT,1,10.55,10.3,0.25,0,0,0,12,-12
30,2025-02-01,2025,2,72.3,62.4,3.4,MT,1,10.55,10.3,0.25,0,0,0,13,-11
30,2025-03-01,2025,3,73.2,63.4,3.1,MT,1,10.55,10.3,0.25,0,0,0,14,-10
30,2025-04-01,2025,4,72,63.9,2.7,MT,1,10.55,10.3,0.25,0,0,0,15,-9
30,2025-05-01,2025,5,75.3,64.7,2.7,MT,1,10.55,10.3,0.25,0,0,0,16,-8
30,2025-06-01,2025,6,81.5,64.6,2.9,MT,1,10.55,10.3,0.25,0,0,0,17,-7
30,2025-07-01,2025,7,85.1,65.3,2.7,MT,1,10.55,10.3,0.25,0,0,0,18,-6
30,2025-08-01,2025,8,84.1,65.1,2.8,MT,1,10.55,10.3,0.25,0,0,0,19,-5
30,2025-09-01,2025,9,79.3,63.9,3,MT,1,10.55,10.3,0.25,0,0,0,20,-4
30,2025-10-01,2025,10,75.7,63.9,3.2,MT,1,10.55,10.3,0.25,0,0,0,21,-3
30,2025-11-01,2025,11,72.2,63.9,3.4,MT,1,10.55,10.3,0.25,0,0,0,22,-2
30,2025-12-01,2025,12,75.5,64.6,3.7,MT,1,10.55,10.3,0.25,0,0,0,23,-1
37,2024-01-01,2024,1,514.2,521.4,3.7,NC,0,7.25,7.25,0,0,0,0,0,-24
37,2024-02-01,2024,2,518.7,518.9,3.8,NC,0,7.25,7.25,0,0,0,0,1,-23
37,2024-03-01,2024,3,528.4,520.9,3.6,NC,0,7.25,7.25,0,0,0,0,2,-22
37,2024-04-01,2024,4,540.5,521.2,3.2,NC,0,7.25,7.25,0,0,0,0,3,-21
37,2024-05-01,2024,5,557.3,523.9,3.4,NC,0,7.25,7.25,0,0,0,0,4,-20
37,2024-06-01,2024,6,566.3,525.4,3.9,NC,0,7.25,7.25,0,0,0,0,5,-19
37,2024-07-01,2024,7,562.7,526.1,4.1,NC,0,7.25,7.25,0,0,0,0,6,-18
37,2024-08-01,2024,8,556.5,524.1,3.9,NC,0,7.25,7.25,0,0,0,0,7,-17
37,2024-09-01,2024,9,539.2,520.6,3.2,NC,0,7.25,7.25,0,0,0,0,8,-16
37,2024-10-01,2024,10,537.7,525.1,3.6,NC,0,7.25,7.25,0,0,0,0,9,-15
37,2024-11-01,2024,11,533.8,534.3,3.7,NC,0,7.25,7.25,0,0,0,0,10,-14
37,2024-12-01,2024,12,537.8,538.6,3.4,NC,0,7.25,7.25,0,0,0,0,11,-13
37,2025-01-01,2025,1,517.5,522,4,NC,0,7.25,7.25,0,0,0,0,12,-12
37,2025-02-01,2025,2,523.3,523.2,3.7,NC,0,7.25,7.25,0,0,0,0,13,-11
37,2025-03-01,2025,3,530,524.2,3.7,NC,0,7.25,7.25,0,0,0,0,14,-10
37,2025-04-01,2025,4,539.7,529.5,3.4,NC,0,7.25,7.25,0,0,0,0,15,-9
37,2025-05-01,2025,5,554.6,532.5,3.6,NC,0,7.25,7.25,0,0,0,0,16,-8
37,2025-06-01,2025,6,573.3,532.1,4,NC,0,7.25,7.25,0,0,0,0,17,-7
37,2025-07-01,2025,7,570.2,530.9,3.8,NC,0,7.25,7.25,0,0,0,0,18,-6
37,2025-08-01,2025,8,564.3,531.8,4,NC,0,7.25,7.25,0,0,0,0,19,-5
37,2025-09-01,2025,9,550.5,528,3.7,NC,0,7.25,7.25,0,0,0,0,20,-4
37,2025-10-01,2025,10,552.8,532.3,3.95,NC,0,7.25,7.25,0,0,0,0,21,-3
37,2025-11-01,2025,11,549.9,537.3,4.2,NC,0,7.25,7.25,0,0,0,0,22,-2
37,2025-12-01,2025,12,551.8,541.5,3.4,NC,0,7.25,7.25,0,0,0,0,23,-1
31,2024-01-01,2024,1,91.4,102.8,2.8,NE,1,13.5,13.5,0,0,0,0,0,-24
31,2024-02-01,2024,2,94.4,102.9,2.9,NE,1,13.5,13.5,0,0,0,0,1,-23
31,2024-03-01,2024,3,96.8,103.1,2.7,NE,1,13.5,13.5,0,0,0,0,2,-22
31,2024-04-01,2024,4,98.9,103.7,2.4,NE,1,13.5,13.5,0,0,0,0,3,-21
31,2024-05-01,2024,5,102.1,104.3,2.6,NE,1,13.5,13.5,0,0,0,0,4,-20
31,2024-06-01,2024,6,104.2,104.7,3.1,NE,1,13.5,13.5,0,0,0,0,5,-19
31,2024-07-01,2024,7,103.1,104.4,3.1,NE,1,13.5,13.5,0,0,0,0,6,-18
31,2024-08-01,2024,8,103.8,103.9,2.8,NE,1,13.5,13.5,0,0,0,0,7,-17
31,2024-09-01,2024,9,102.5,103.1,2.6,NE,1,13.5,13.5,0,0,0,0,8,-16
31,2024-10-01,2024,10,101.7,104.3,2.7,NE,1,13.5,13.5,0,0,0,0,9,-15
31,2024-11-01,2024,11,98.4,106.1,2.7,NE,1,13.5,13.5,0,0,0,0,10,-14
31,2024-12-01,2024,12,96.7,107.3,2.6,NE,1,13.5,13.5,0,0,0,0,11,-13
31,2025-01-01,2025,1,94.4,104.2,3.2,NE,1,13.5,13.5,0,0,0,0,12,-12
31,2025-02-01,2025,2,94.4,102.9,3.4,NE,1,13.5,13.5,0,0,0,0,13,-11
31,2025-03-01,2025,3,96.1,103.1,2.9,NE,1,13.5,13.5,0,0,0,0,14,-10
31,2025-04-01,2025,4,100.1,103.2,2.9,NE,1,13.5,13.5,0,0,0,0,15,-9
31,2025-05-01,2025,5,105.1,103.3,2.9,NE,1,13.5,13.5,0,0,0,0,16,-8
31,2025-06-01,2025,6,106.9,103.5,3.3,NE,1,13.5,13.5,0,0,0,0,17,-7
31,2025-07-01,2025,7,106.1,103.4,3.2,NE,1,13.5,13.5,0,0,0,0,18,-6
31,2025-08-01,2025,8,105.8,103.2,2.8,NE,1,13.5,13.5,0,0,0,0,19,-5
31,2025-09-01,2025,9,101,103.1,2.8,NE,1,13.5,13.5,0,0,0,0,20,-4
31,2025-10-01,2025,10,99.1,103.6,2.8499999999999996,NE,1,13.5,13.5,0,0,0,0,21,-3
31,2025-11-01,2025,11,96.2,105.7,2.9,NE,1,13.5,13.5,0,0,0,0,22,-2
31,2025-12-01,2025,12,95.1,106.2,3,NE,1,13.5,13.5,0,0,0,0,23,-1
34,2024-01-01,2024,1,370.3,429.7,4.7,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,0,-24
34,2024-02-01,2024,2,371.6,422.5,4.9,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,1,-23
34,2024-03-01,2024,3,379.9,425.4,4.6,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,2,-22
34,2024-04-01,2024,4,389.5,424.8,4,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,3,-21
34,2024-05-01,2024,5,413.6,429.7,4.3,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,4,-20
34,2024-06-01,2024,6,446,435.7,4.7,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,5,-19
34,2024-07-01,2024,7,450.3,433.1,5.3,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,6,-18
34,2024-08-01,2024,8,444.2,433.1,5,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,7,-17
34,2024-09-01,2024,9,417.7,428.2,4.2,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,8,-16
34,2024-10-01,2024,10,398.1,431.1,4.2,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,9,-15
34,2024-11-01,2024,11,392.4,438.5,4.3,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,10,-14
34,2024-12-01,2024,12,391.1,442.3,4.2,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,11,-13
34,2025-01-01,2025,1,371.2,425.9,4.9,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,12,-12
34,2025-02-01,2025,2,369.2,418.9,5,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,13,-11
34,2025-03-01,2025,3,374.9,420.1,5,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,14,-10
34,2025-04-01,2025,4,387.2,422.2,4.7,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,15,-9
34,2025-05-01,2025,5,419.7,424.8,4.6,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,16,-8
34,2025-06-01,2025,6,446.7,428.5,5.2,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,17,-7
34,2025-07-01,2025,7,460.9,428.7,5.6,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,18,-6
34,2025-08-01,2025,8,454.1,427,5.6,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,19,-5
34,2025-09-01,2025,9,419.5,423.4,5.8,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,20,-4
34,2025-10-01,2025,10,403.2,425.1,5.3,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,21,-3
34,2025-11-01,2025,11,392.7,434.2,4.8,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,22,-2
34,2025-12-01,2025,12,393.5,436.6,4.5,NJ,1,15.49,15.13,0.35999999999999943,0,0,0,23,-1
36,2024-01-01,2024,1,862.2,839.9,4.4,NY,1,15.5,15,0.5,0,0,0,0,-24
36,2024-02-01,2024,2,871.5,827.7,4.6,NY,1,15.5,15,0.5,0,0,0,1,-23
36,2024-03-01,2024,3,889.8,831.6,4.3,NY,1,15.5,15,0.5,0,0,0,2,-22
36,2024-04-01,2024,4,910.8,832.1,3.9,NY,1,15.5,15,0.5,0,0,0,3,-21
36,2024-05-01,2024,5,947,837.2,4,NY,1,15.5,15,0.5,0,0,0,4,-20
36,2024-06-01,2024,6,983.9,845.1,4.3,NY,1,15.5,15,0.5,0,0,0,5,-19
36,2024-07-01,2024,7,984.1,840.4,4.8,NY,1,15.5,15,0.5,0,0,0,6,-18
36,2024-08-01,2024,8,977.3,841,4.8,NY,1,15.5,15,0.5,0,0,0,7,-17
36,2024-09-01,2024,9,948.8,833.5,4,NY,1,15.5,15,0.5,0,0,0,8,-16
36,2024-10-01,2024,10,939.4,840.1,4.2,NY,1,15.5,15,0.5,0,0,0,9,-15
36,2024-11-01,2024,11,921.9,850.4,4.2,NY,1,15.5,15,0.5,0,0,0,10,-14
36,2024-12-01,2024,12,924,859,4.2,NY,1,15.5,15,0.5,0,0,0,11,-13
36,2025-01-01,2025,1,889.4,836.9,4.6,NY,1,15.5,15,0.5,0,0,0,12,-12
36,2025-02-01,2025,2,888.8,828.4,4.3,NY,1,15.5,15,0.5,0,0,0,13,-11
36,2025-03-01,2025,3,900.8,828.6,4.1,NY,1,15.5,15,0.5,0,0,0,14,-10
36,2025-04-01,2025,4,913.8,827,3.7,NY,1,15.5,15,0.5,0,0,0,15,-9
36,2025-05-01,2025,5,956.8,830.4,3.5,NY,1,15.5,15,0.5,0,0,0,16,-8
36,2025-06-01,2025,6,993.7,840.6,3.8,NY,1,15.5,15,0.5,0,0,0,17,-7
36,2025-07-01,2025,7,1011.5,836.7,4.6,NY,1,15.5,15,0.5,0,0,0,18,-6
36,2025-08-01,2025,8,1000,836.6,4.7,NY,1,15.5,15,0.5,0,0,0,19,-5
36,2025-09-01,2025,9,945.5,828.2,4.7,NY,1,15.5,15,0.5,0,0,0,20,-4
36,2025-10-01,2025,10,927.9,838.2,4.6,NY,1,15.5,15,0.5,0,0,0,21,-3
36,2025-11-01,2025,11,921.2,847.9,4.5,NY,1,15.5,15,0.5,0,0,0,22,-2
36,2025-12-01,2025,12,913.2,857,4.4,NY,1,15.5,15,0.5,0,0,0,23,-1
39,2024-01-01,2024,1,532.1,540.9,4.4,OH,1,10.7,10.45,0.25,0,0,0,0,-24
39,2024-02-01,2024,2,536.8,533.5,4.5,OH,1,10.7,10.45,0.25,0,0,0,1,-23
39,2024-03-01,2024,3,551.9,535.3,4.4,OH,1,10.7,10.45,0.25,0,0,0,2,-22
39,2024-04-01,2024,4,567,536.5,3.9,OH,1,10.7,10.45,0.25,0,0,0,3,-21
39,2024-05-01,2024,5,590.4,541.2,4.1,OH,1,10.7,10.45,0.25,0,0,0,4,-20
39,2024-06-01,2024,6,603,541.3,4.7,OH,1,10.7,10.45,0.25,0,0,0,5,-19
39,2024-07-01,2024,7,601.7,539.9,4.7,OH,1,10.7,10.45,0.25,0,0,0,6,-18
39,2024-08-01,2024,8,596.2,539.3,4.3,OH,1,10.7,10.45,0.25,0,0,0,7,-17
39,2024-09-01,2024,9,574.5,534.6,4.1,OH,1,10.7,10.45,0.25,0,0,0,8,-16
39,2024-10-01,2024,10,570.1,542.7,3.9,OH,1,10.7,10.45,0.25,0,0,0,9,-15
39,2024-11-01,2024,11,554.3,550.5,4.2,OH,1,10.7,10.45,0.25,0,0,0,10,-14
39,2024-12-01,2024,12,555.1,557.5,4.2,OH,1,10.7,10.45,0.25,0,0,0,11,-13
39,2025-01-01,2025,1,531.6,536.9,5.3,OH,1,10.7,10.45,0.25,0,0,0,12,-12
39,2025-02-01,2025,2,533.4,535.5,5.4,OH,1,10.7,10.45,0.25,0,0,0,13,-11
39,2025-03-01,2025,3,548.4,537.6,5.2,OH,1,10.7,10.45,0.25,0,0,0,14,-10
39,2025-04-01,2025,4,568.5,542,4.9,OH,1,10.7,10.45,0.25,0,0,0,15,-9
39,2025-05-01,2025,5,589.4,542.8,4.7,OH,1,10.7,10.45,0.25,0,0,0,16,-8
39,2025-06-01,2025,6,606.6,546.2,5.1,OH,1,10.7,10.45,0.25,0,0,0,17,-7
39,2025-07-01,2025,7,603.2,546.4,5.5,OH,1,10.7,10.45,0.25,0,0,0,18,-6
39,2025-08-01,2025,8,597.9,544.9,4.9,OH,1,10.7,10.45,0.25,0,0,0,19,-5
39,2025-09-01,2025,9,572,541.1,4.1,OH,1,10.7,10.45,0.25,0,0,0,20,-4
39,2025-10-01,2025,10,564.6,545.2,4,OH,1,10.7,10.45,0.25,0,0,0,21,-3
39,2025-11-01,2025,11,551.6,550.8,3.9,OH,1,10.7,10.45,0.25,0,0,0,22,-2
39,2025-12-01,2025,12,547.2,554.4,4,OH,1,10.7,10.45,0.25,0,0,0,23,-1
44,2024-01-01,2024,1,53.5,46.9,4.6,RI,1,15,14,1,0,0,0,0,-24
44,2024-02-01,2024,2,54.5,46.5,5,RI,1,15,14,1,0,0,0,1,-23
44,2024-03-01,2024,3,55.9,46.5,4.3,RI,1,15,14,1,0,0,0,2,-22
44,2024-04-01,2024,4,58.2,46.6,3.7,RI,1,15,14,1,0,0,0,3,-21
44,2024-05-01,2024,5,62.2,47,4.1,RI,1,15,14,1,0,0,0,4,-20
44,2024-06-01,2024,6,66.6,47.6,4.1,RI,1,15,14,1,0,0,0,5,-19
44,2024-07-01,2024,7,67.2,47.5,4.7,RI,1,15,14,1,0,0,0,6,-18
44,2024-08-01,2024,8,66.5,47.8,5,RI,1,15,14,1,0,0,0,7,-17
44,2024-09-01,2024,9,63.2,47.1,3.9,RI,1,15,14,1,0,0,0,8,-16
44,2024-10-01,2024,10,61.1,47.4,4.1,RI,1,15,14,1,0,0,0,9,-15
44,2024-11-01,2024,11,58,48.1,4.5,RI,1,15,14,1,0,0,0,10,-14
44,2024-12-01,2024,12,57.4,48.9,4.2,RI,1,15,14,1,0,0,0,11,-13
44,2025-01-01,2025,1,54.6,47.3,5.4,RI,1,15,14,1,0,0,0,12,-12
44,2025-02-01,2025,2,55.4,46.6,6.2,RI,1,15,14,1,0,0,0,13,-11
44,2025-03-01,2025,3,55.9,46.1,5.2,RI,1,15,14,1,0,0,0,14,-10
44,2025-04-01,2025,4,57.7,46.1,4.4,RI,1,15,14,1,0,0,0,15,-9
44,2025-05-01,2025,5,61.8,46.2,4.5,RI,1,15,14,1,0,0,0,16,-8
44,2025-06-01,2025,6,66.1,46.7,4.3,RI,1,15,14,1,0,0,0,17,-7
44,2025-07-01,2025,7,67.5,46.5,4.7,RI,1,15,14,1,0,0,0,18,-6
44,2025-08-01,2025,8,67,46.6,4.5,RI,1,15,14,1,0,0,0,19,-5
44,2025-09-01,2025,9,62.7,46.1,3.7,RI,1,15,14,1,0,0,0,20,-4
44,2025-10-01,2025,10,59.8,46.4,4,RI,1,15,14,1,0,0,0,21,-3
44,2025-11-01,2025,11,56.7,46.9,4.3,RI,1,15,14,1,0,0,0,22,-2
44,2025-12-01,2025,12,56.3,47.2,4.4,RI,1,15,14,1,0,0,0,23,-1
45,2024-01-01,2024,1,266.9,263.7,3.7,SC,0,7.25,7.25,0,0,0,0,0,-24
45,2024-02-01,2024,2,271.9,263.7,4,SC,0,7.25,7.25,0,0,0,0,1,-23
45,2024-03-01,2024,3,279.6,265,3.7,SC,0,7.25,7.25,0,0,0,0,2,-22
45,2024-04-01,2024,4,285.6,266.1,3.2,SC,0,7.25,7.25,0,0,0,0,3,-21
45,2024-05-01,2024,5,291,267.4,3.8,SC,0,7.25,7.25,0,0,0,0,4,-20
45,2024-06-01,2024,6,292.7,269.1,4.7,SC,0,7.25,7.25,0,0,0,0,5,-19
45,2024-07-01,2024,7,290.3,269.5,4.9,SC,0,7.25,7.25,0,0,0,0,6,-18
45,2024-08-01,2024,8,288.6,267.2,4.9,SC,0,7.25,7.25,0,0,0,0,7,-17
